captured_at_utc,query,yahoo_tr_domain_rank,top_ledajans_url,engine_note
2026-05-12T06:08:52Z,led ekran,1,https://ledajans.com/,Yahoo TR UI (fr=yfp-t-tr); domain-dedup organic; not Google
